Symbol,Timestamp,Open,High,Low,Close,Volume,VWAP
GOOGL,2022-10-19 04:00:00 UTC,100.01,101.0183,98.9201,99.63,26204858,99.852249
GOOGL,2022-10-20 04:00:00 UTC,100,102.32,99.39,99.97,28117694,100.489323
GOOGL,2022-10-21 04:00:00 UTC,97.845,101.31,97.72,101.13,37418728,99.768373
GOOGL,2022-10-24 04:00:00 UTC,101.8,102.75,99.98,102.52,29933357,101.844313
GOOGL,2022-10-25 04:00:00 UTC,102.9,104.82,102.72,104.48,46101180,104.03216
GOOGL,2022-10-26 04:00:00 UTC,96.43,98.31,94.69,94.93,93306018,96.187893
GOOGL,2022-10-27 04:00:00 UTC,94.52,95.43,91.8,92.22,65293489,92.938368
GOOGL,2022-10-28 04:00:00 UTC,92.27,96.55,92.13,96.29,49168952,94.93407
GOOGL,2022-10-31 04:00:00 UTC,95.42,96.03,93.98,94.51,36927327,94.62276
GOOGL,2022-11-01 04:00:00 UTC,95.45,96.03,90.37,90.47,50342604,91.802127
GOOGL,2022-11-02 04:00:00 UTC,90.94,91.18,86.88,86.97,60971703,88.992814
GOOGL,2022-11-03 04:00:00 UTC,86.32,86.52,83.34,83.43,64839550,84.669033
GOOGL,2022-11-04 04:00:00 UTC,85.4,86.64,83.71,86.58,54747505,85.58428
