symbol,date,open,high,low,close,volume,ema,atr,bb_middle,bb_upper,bb_lower,bb_width,volatility,obv,macd_12_26,macd_signal_12_26_9
GOOGL,2022-09-02 04:00:00 UTC,110.59,110.74,107.26,,27113086.0,NaN,2.789202551020409,,0.0,0.0,NaN,2.58618688087196,-198018062.0,NaN,NaN
GOOGL,2022-09-06 04:00:00 UTC,107.3,108.03,105.78,,28307028.0,NaN,2.7506880830903797,,0.0,0.0,NaN,2.575309505748881,-226325090.0,NaN,NaN
GOOGL,2022-09-07 04:00:00 UTC,107.06,109.98,106.9,,25753761.0,NaN,2.78063893429821,,0.0,0.0,NaN,2.540556358426871,-200571329.0,NaN,NaN
GOOGL,2022-09-08 04:00:00 UTC,108.04,109.6,107.16,,28509231.0,NaN,2.7563075818483376,,0.0,0.0,NaN,2.5431883943978018,-229080560.0,NaN,NaN
GOOGL,2022-09-09 04:00:00 UTC,109.065,110.99,109.02,,25659493.0,NaN,2.745857040287742,,0.0,0.0,NaN,2.4815698511412037,-203421067.0,NaN,NaN
GOOGL,2022-09-12 04:00:00 UTC,110.99,111.62,109.93,112.9905,25972454.0,112.99050000000003,2.670438680267189,112.9905,122.88451834177441,103.09648165822558,0.17513009220729905,2.408838787901127,-177448613.0,NaN,NaN
GOOGL,2022-09-13 04:00:00 UTC,107.8,108.3,104.09,112.1025,43583934.0,112.16473809523812,2.9632644888195325,112.1025,121.74639935331359,102.45860064668642,0.17205502737786552,2.8405526158162697,-221032547.0,NaN,NaN
GOOGL,2022-09-14 04:00:00 UTC,104.57,105.275,103.66,111.2675,28934935.0,111.48238208616783,2.866959882475281,111.2675,120.28399686904363,102.25100313095636,0.1620688317620803,2.730437983309791,-192097612.0,NaN,NaN
GOOGL,2022-09-15 04:00:00 UTC,104.03,105.27,102.35,110.4355,37244013.0,110.66596474462804,2.8707484622984754,110.4355,119.30371996023767,101.56728003976234,0.16060451503796636,2.789571919442693,-229341625.0,NaN,NaN
GOOGL,2022-09-16 04:00:00 UTC,102.07,103.13,100.94,109.56700000000001,53203465.0,109.91682524513965,2.8221235721342985,109.56700000000001,117.80068971456839,101.33331028543162,0.15029506538589876,2.7452563931267497,-282545090.0,NaN,NaN
GOOGL,2022-09-19 04:00:00 UTC,101.75,103.33,101.55,108.85999999999999,25775773.0,109.26474665036444,2.747686174124706,108.85999999999999,116.75161313640857,100.9683868635914,0.14498646217910308,2.665844740588635,-256769317.0,NaN,NaN
GOOGL,2022-09-20 04:00:00 UTC,102.08,102.37,100.52,108.205,28875139.0,108.49096125509165,2.7335657331157983,108.205,116.38574633064216,100.02425366935783,0.15120828668993422,2.702754333711487,-285644456.0,-4.866117280974251,0.0
GOOGL,2022-09-21 04:00:00 UTC,101.67,102.88,99.27,107.476,34306607.0,107.61372684984482,2.796168180750384,107.476,116.120312763771,98.831687236229,0.16086033651738058,2.816446596243336,-319951063.0,-5.031088937506382,0.0
GOOGL,2022-09-22 04:00:00 UTC,98.82,101.24,98.79,106.79849999999999,37262344.0,106.90194334033579,2.7714418821253557,106.79849999999999,115.51584695275666,98.08115304724332,0.16324849043304301,2.7675672879222644,-282688719.0,-5.034401899889019,0.0
GOOGL,2022-09-23 04:00:00 UTC,99.63,99.66,97.47,105.90299999999999,34662361.0,106.12461540316096,2.764196033402116,105.90299999999999,114.01811416399892,97.78788583600107,0.15325560492146445,2.7994693471765406,-317351080.0,-5.091306335945049,0.0
GOOGL,2022-09-26 04:00:00 UTC,98.1,99.88,97.8,105.2945,30488406.0,105.3670329838123,2.7153248881591074,105.2945,113.82331795968659,96.76568204031341,0.1619993059407014,2.7659416198014743,-347839486.0,-5.123339084012372,0.0
GOOGL,2022-09-27 04:00:00 UTC,99.43,100.0,96.872,104.6985,33881999.0,104.61779174725874,2.7448016818620284,104.6985,113.66802331069223,95.72897668930776,0.17134005378667774,2.8151812121661832,-381721485.0,-5.143497629261574,0.0
GOOGL,2022-09-28 04:00:00 UTC,97.65,100.7,97.11,104.25399999999999,38450481.0,104.18276396180552,2.805172990300455,104.25399999999999,113.21961008579588,95.2883899142041,0.17199551260950924,2.803771104748081,-343271004.0,-4.8972572002771955,0.0
GOOGL,2022-09-29 04:00:00 UTC,98.64,98.64,95.96,103.71399999999998,34465626.0,103.53869120353832,2.896946348136137,103.71399999999998,112.97009534591287,94.4579046540871,0.17849268846853625,2.9736669555903683,-377736630.0,-4.858325158192258,0.0
GOOGL,2022-09-30 04:00:00 UTC,97.05,98.9,95.56,103.0095,38658253.0,102.78738727939181,2.9285930375549847,103.0095,112.4768588269323,93.5421411730677,0.18381525639736718,3.0617804888185933,-416394883.0,-4.9136538983457285,0.0
GOOGL,2022-10-03 04:00:00 UTC,96.76,99.2872,96.521,102.549,32307159.0,102.39239801468783,2.979207820586771,102.549,111.92048620466406,93.17751379533595,0.18277089400509125,3.0202836786159484,-384087724.0,-4.6624880520461005,0.0
GOOGL,2022-10-04 04:00:00 UTC,100.44,101.84,100.38,102.2905,32218531.0,102.32074106090803,2.994978690544859,102.2905,111.44992189625972,93.13107810374026,0.17908646250159554,2.946653571964639,-351869193.0,-4.173255687543005,0.0
